Tract Code (id),City,Median Age,Median Household Income,Percent People in Poverty,Population Density (Persons/Acre),# of Nearby Restaurants,# of Nearby Coffee Shops,# of Nearby Mosques,lat,lon,transit_stops,pedestrian_score,county_id,income_bracket,density_bracket,restaurant_to_coffee_ratio,coffee_shop_density,potential_demand_index,mosque_index,affordability_index,success_score
4030,Dexter,0.3796526054590571,0.33989901941830514,0.04179100412598119,0.17653734068654012,0.9500000000000001,0.30000000000000004,0.0,42.3057525,-84.06596608,0.0,0.17731796752226298,125.0,High,Low,3.1666561111462963,5.6644918951379e-06,1.6739133360192292e-06,0.0,8.133111261993708e-06,0.12659917377973634
1155,River Rouge,0.23821339950372222,0.022417149614016793,0.9719618778677973,0.18740772678704454,0.75,0.5,0.05263157894736842,42.296981,-83.10973923,0.0,0.17574646411733894,163.0,Low,Low,1.499997000006,8.89321802266191e-06,8.199877028111513e-07,0.0005577855287597929,2.3063791966204997e-08,0.1265286255641106
5020,Carleton,0.29280397022332505,0.16295370449467,0.25935005429519453,0.1975288233081794,1.0,0.65,0.0,41.9431205,-83.34650981,0.0,0.17365112624410686,163.0,Upper-Middle,Low,1.5384591716012743,1.0968807800158388e-05,5.274458374033775e-07,0.0,6.283132526201162e-07,0.1260468295799459
2020,Beverly Hills,0.4590570719602979,0.6648622644648164,0.044040210966664675,0.19380471556360698,0.7000000000000001,0.6000000000000001,0.0,42.5744455,-83.39531244,0.0,0.17077003666841278,163.0,High,Low,1.166664722225463,1.0319613093885255e-05,5.963662753907223e-07,0.0,1.5096366559222423e-05,0.12561764190383323
2045,Brandon Twp,0.39702233250620356,0.31107953906815516,0.11806740829787503,0.02735829786852166,0.8500000000000001,0.65,0.05263157894736842,42.798431,-83.25950671,0.0,0.16186485070717652,163.0,Upper-Middle,Low,1.3076902958610834,7.919306544630052e-05,0.0,0.0038207806453024154,2.6347398389866653e-06,0.12541856944109037
4015,Augusta Twp,0.39950372208436746,0.3591239957018061,0.07355038055187037,0.011557895485411734,0.25,0.0,0.0,42.347853,-83.98015962,0.0,0.03169198533263489,163.0,High,Low,250000.0,0.0,0.0814902392826826,0.0,4.8826275320358185e-06,0.1251273341460723
4095,Saline Twp,0.3523573200992557,0.2996326752660519,0.1141439979653618,0.002200829554985827,0.30000000000000004,0.0,0.0,43.856162,-85.82506817,0.0,0.03850183342063908,85.0,Upper-Middle,Low,300000.00000000006,0.0,0.07669080897836532,0.0,2.6250180087346253e-06,0.12494850226128895
3120,St.Clair Shores,0.41439205955335,0.20281990297591485,0.17904717359275038,0.3734245915150337,0.75,0.1,0.0,43.2935605,-84.58253381,0.0,0.16291251964379255,57.0,Upper-Middle,Moderate,7.499925000749992,8.926365543961752e-07,9.55697461485318e-06,0.0,1.1327672263065572e-06,0.12443940448001242
1170,Romulus,0.2109181141439207,0.20076072637679337,0.2595459365259198,0.04954216217393505,0.45,0.2,0.15789473684210525,42.287637,-83.1269893,0.0,0.1458878994237821,163.0,Upper-Middle,Low,2.2499887500562497,1.3456280088181448e-05,1.292613893262294e-06,0.006329866999493246,7.73504511607843e-07,0.1237812772397821
3015,Bruce Twp,0.4218362282878413,0.40552740548244537,0.0686166932062331,0.013374900943124969,1.0,0.25,0.0,42.7783355,-83.02650117,0.0,0.15845992666317443,163.0,High,Low,3.9999840000640003,6.230109933354847e-05,7.465603097585436e-07,0.0,5.9099539278246675e-06,0.1237641275204058
5110,South Rockwood,0.30024813895781644,0.22696352379967544,0.3368499664103358,0.04002819919100035,0.05,0.0,0.0,43.500437,-83.74239739,0.0,0.007595599790466213,17.0,Upper-Middle,Low,50000.00000000001,0.0,0.08973151140025043,0.0,6.737802364598214e-07,0.12357235257467984
1125,Melvindale,0.11414392059553358,0.06192816261200708,0.833874136737137,0.3429826454324687,0.4,0.30000000000000004,0.3157894736842105,42.2921595,-83.13537019,0.0,0.14955474070193817,163.0,Middle,Moderate,1.3333288889037036,2.915590913202576e-06,2.5449195213226124e-06,0.001828668109815631,7.426551036684613e-08,0.1229821710621265
5040,Estral Beach,0.446650124069479,0.1613171536604337,0.28135864675157063,0.06570618458798051,1.0,0.15000000000000002,0.10526315789473684,42.277877,-83.55984239,0.0,0.14562598218962808,161.0,Upper-Middle,Low,6.666622222518516,7.609517941382965e-06,2.1060662172126635e-06,0.0031818096124676463,5.733485790265807e-07,0.12279832044666047
5025,Dundee,0.22828784119106715,0.1954689122781777,0.11998170767666348,0.07740711183350422,1.0,0.30000000000000004,0.0,41.9416335,-83.32999596,0.0,0.15191199580932424,163.0,Upper-Middle,Low,3.333322222259259,1.2918542725223458e-05,8.917516997814419e-07,0.0,1.6291423661227825e-06,0.12278605628352428
6020,Burtchville Twp,0.4491315136476427,0.17426568773351198,0.2678992297408194,0.016920962510892597,1.0,0.4,0.0,42.965223,-82.48607347,0.0,0.1498166579360922,147.0,Upper-Middle,Low,2.499993750015625,7.879306743972941e-05,2.3690034691524186e-07,0.0,6.50487264987065e-07,0.12246480870620957
3060,Macomb Twp,0.33746898263027314,0.4080496720154304,0.08734098884866937,0.18768127963657513,0.7000000000000001,0.2,0.0,43.179732,-84.11870404,0.0,0.142221058145626,145.0,High,Low,3.4999825000874996,3.5521023506192955e-06,2.5594609601415304e-06,0.0,4.67186146542216e-06,0.12133437774914196
4100,Scio Twp,0.4069478908188585,0.49315481141449247,0.1399849274460357,0.03793400879405335,0.05,0.0,0.0,43.1448085,-84.49496585,0.0,0.005238344683080147,57.0,High,Low,50000.00000000001,0.0,0.08134416340994223,0.0,3.5228884818054494e-06,0.12112249713264395
4035,Dexter Twp,0.5955334987593054,0.46077898021302144,0.14554448605879575,0.012265395994412141,0.9500000000000001,0.30000000000000004,0.0,42.3187255,-84.03944903,0.0,0.14038763750654795,163.0,High,Low,3.1666561111462963,8.152353800215988e-05,4.10243016184146e-07,0.0,3.1658761304825446e-06,0.12105072900816212
2205,Oxford Twp,0.29776674937965264,0.38664862264464817,0.12751922420229375,0.03935148588128961,0.0,0.0,0.0,43.6739665,-85.64432142,0.0,0.003143006809848088,123.0,High,Low,0.0,0.0,0.08006694811086773,0.0,3.0320572682752024e-06,0.12048879446064781
4010,Ann Arbor Twp,0.4962779156327545,0.5052221258075974,0.13822534763683691,0.017383965584259854,0.9500000000000001,0.15000000000000002,0.0,42.3341235,-84.05280134,0.0,0.13645887899423784,163.0,High,Low,6.33329111139259,2.8760482589203058e-05,1.3839341427214141e-06,0.0,3.655034907924871e-06,0.12046703279139404
3040,Fraser,0.36228287841191087,0.15077848565095608,0.24382960786868274,0.26226226425862453,1.0,0.2,0.0,42.8151395,-82.96764171,0.0,0.13436354112100576,163.0,Upper-Middle,Moderate,4.999975000124999,2.5419750209821593e-06,3.188054686790802e-06,0.0,6.183739070697771e-07,0.12015519765910188
2105,Holly Twp,0.3722084367245658,0.3017817722406809,0.2798379871039469,0.011163012394457682,0.45,0.1,0.0,44.9778105,-85.71448764,0.0,0.13069669984284965,89.0,Upper-Middle,Low,4.4999550004499955,2.9857843359150597e-05,2.124363949431175e-06,0.0,1.0784121803892297e-06,0.11960226596551497
2035,Bloomfield Hills,0.5459057071960299,0.7766242991830734,0.0775869059753658,0.0633211307788002,0.8500000000000001,0.35000000000000003,0.0,42.8323815,-83.62597253,0.0,0.12807752750130957,163.0,High,Low,2.4285644898157437,1.8424311568764493e-05,4.818608941629843e-07,0.0,1.0009605097857029e-05,0.11921190908028267
3050,Harrison Twp,0.4491315136476427,0.22570463854257056,0.2873150556357915,0.11880395263283156,1.0,0.15000000000000002,0.0,42.827462,-82.9693135,0.0,0.1244106862231535,161.0,Upper-Middle,Low,6.666622222518516,4.208578758035932e-06,2.5065467729257277e-06,0.0,7.855622201241653e-07,0.11866196582473448
4045,Lima Twp,0.3200992555831266,0.38715217674749014,0.04555681571171265,0.005721197781999515,0.1,0.0,0.0,42.2954305,-84.08882061,0.0,0.025405971712938718,163.0,High,Low,100000.00000000001,0.0,0.05864880533634172,0.0,8.498040801546934e-06,0.11847479669918655
3010,Armada Twp,0.446650124069479,0.37193764921162314,0.17958399163932107,0.0044113754086467834,0.25,0.0,0.0,42.842363,-82.9458392,0.0,0.026191723415400738,157.0,High,Low,250000.0,0.0,0.05766135910477581,0.0,2.07109539509083e-06,0.11834451250758309
1010,Belleville,0.33746898263027314,0.14543271932703594,0.14031151892129223,0.24882017844408327,0.45,0.45,0.0,42.1859085,-83.37746188,0.0,0.11393399685699321,163.0,Middle,Moderate,0.9999977777827161,6.028425752903062e-06,9.703676728323946e-07,0.0,1.0364914010888497e-06,0.11708994657617212
2260,Springfield Twp,0.3846153846153847,0.3599647512128011,0.1894574609571668,0.02750604173628938,0.0,0.0,0.0,43.6886685,-85.67531416,0.0,0.002357255107386066,123.0,High,Low,0.0,0.0,0.05626743512047459,0.0,1.899966617453853e-06,0.11442082703955006
4110,Superior Twp,0.2853598014888338,0.32390668063429834,0.27808726573506054,0.028867251805160667,0.0,0.0,0.0,43.8629195,-86.24768682,0.0,0.0,105.0,Upper-Middle,Low,0.0,0.0,0.054390701743886834,0.0,1.1647621296717704e-06,0.11359790838839764
2140,Leonard,0.3052109181141439,0.2862525233905377,0.07861307123568899,0.024458833058528043,0.0,0.0,0.0,43.689122,-85.68157824,0.0,0.002357255107386066,123.0,Upper-Middle,Low,0.0,0.0,0.05052592945572076,0.0,3.641237743970008e-06,0.1129857988775869
1100,Highland Park,0.4491315136476427,0.0,1.0,0.22193365373077573,0.15000000000000002,0.25,0.0,42.3017565,-83.10409977,0.0,0.08276584599266633,161.0,Low,Low,0.5999976000096001,3.7548590061299408e-06,1.7479229296704802e-06,0.0,0.0,0.11241493839373175
4020,Bridgewater Twp,0.687344913151365,0.32975600106106046,0.19357314043530147,0.00017273783086595943,0.1,0.0,0.0,42.3287195,-84.09048521,0.0,0.01597695128339445,163.0,High,Low,100000.00000000001,0.0,0.030428457620419302,0.0,1.7035126712665178e-06,0.11000399780014825
3085,Ray Twp,0.5334987593052111,0.3809431748186981,0.17159595629209715,0.004924843331236304,0.1,0.0,0.0,43.177665,-82.86984888,0.0,0.010476689366160292,151.0,High,Low,100000.00000000001,0.0,0.02901879233005223,0.0,2.21998794763146e-06,0.10882664548502663
3055,Lenox Twp,0.29776674937965264,0.20599858825010453,0.17726675472612516,0.009676962255176676,0.45,0.05,0.0,42.809636,-82.88259743,0.0,0.05866946045049765,145.0,Upper-Middle,Low,8.999820003599927,1.7221256114893172e-05,2.0269858252946078e-06,0.0,1.162075914868826e-06,0.10879943610360246
3090,Richmond(Macomb),0.2803970223325062,0.15346260885985463,0.563434782986695,0.15827044016999747,0.35000000000000003,0.1,0.0,42.1060615,-84.00457652,0.0,0.055002619172341546,161.0,Upper-Middle,Low,3.4999650003499965,2.1060864359059594e-06,3.469910251443631e-06,0.0,2.7236929831891504e-07,0.10825110421863017
4105,Sharon Twp,0.5533498759305212,0.3513503792391837,0.1169082707057476,0.0010269127160781664,0.05,0.0,0.0,43.8416845,-85.8489995,0.0,0.011524358302776323,85.0,High,Low,50000.00000000001,0.0,0.023648371297580364,0.0,3.0053252160259207e-06,0.10764134763485475
3025,Chesterfield Twp,0.36724565756823824,0.28682801379378564,0.19034282635280794,0.12053673320413395,0.30000000000000004,0.05,0.0,42.816605,-82.94736705,0.0,0.050026191723415415,163.0,Upper-Middle,Low,5.999880002399952,1.3826928899053713e-06,5.878805318481268e-06,0.0,1.5068942307702765e-06,0.1075055615693991
4075,Northfield Twp,0.3052109181141439,0.28168007229598196,0.11305328562692998,0.014631401516292022,0.0,0.0,0.0,44.1754185,-83.73416393,0.0,0.0007857517024620222,69.0,Upper-Middle,Low,0.0,0.0,0.029048224286096047,0.0,2.49154705400115e-06,0.10738041713630413
4085,Salem Twp,0.37468982630272973,0.36796766463296754,0.132678601730763,0.012462350766473881,0.0,0.0,0.0,43.4406945,-82.73691702,0.0,0.0007857517024620222,151.0,High,Low,0.0,0.0,0.024961330842234963,0.0,2.7733552093384884e-06,0.10635875013696992
4050,Lodi Twp,0.41439205955335,0.460473250936296,0.08133743067656819,0.011156427891927972,0.2,0.05,0.0,42.1367925,-84.02865652,0.0,0.03719224724986905,161.0,High,Low,3.999920001599968,1.493773191106567e-05,1.2734116742326843e-06,0.0,5.661201563714803e-06,0.10557879390752055
2125,Lake Angelus,0.9528535980148886,0.830801325426335,0.19353664876666088,0.009898373226669765,0.25,0.05,0.0,43.723477,-85.81347917,0.0,0.035358826610791,123.0,High,Low,4.9999000019999595,1.6836082734778832e-05,1.1569157603527514e-06,0.0,4.292711680237433e-06,0.10530328815462131
2235,Rose Twp,0.543424317617866,0.34569438761976273,0.15162095884101578,0.010036333871057103,0.0,0.0,0.0,43.6177715,-85.64832106,0.0,0.0007857517024620222,123.0,High,Low,0.0,0.0,0.020390265575363574,0.0,2.279975738753269e-06,0.10521588514435795
5115,Summerfield Twp,0.41439205955335,0.262239287111263,0.43658849833953456,0.0028398982491441137,0.05,0.0,0.0,43.51129,-83.72380072,0.0,0.006024096385542169,17.0,Upper-Middle,Low,50000.00000000001,0.0,0.01670085949711912,0.0,6.0065413416637e-07,0.10507894946293794
2010,Rochester Hills,0.3449131513647644,0.41125982942104766,0.11095948808200068,0.17127875519750413,0.25,0.05,0.0,42.67297,-83.65154406,0.0,0.03221581980094291,157.0,High,Low,4.9999000019999595,9.730669364542347e-07,7.119767090099585e-06,0.0,3.706362837167077e-06,0.10483479687778775
4055,Lyndon Twp,0.5657568238213401,0.4078878153395169,0.06422727098611022,0.0028599280505019345,0.2,0.05,0.0,42.132139,-84.01278508,0.0,0.03090623363017287,151.0,High,Low,3.999920001599968,5.825615455006841e-05,7.238995270914683e-07,0.0,6.3505962261964865e-06,0.10463156052319794
5105,Raisinville Twp,0.5583126550868488,0.267895278730684,0.10327056070873727,0.006390284089623363,0.0,0.0,0.0,43.511823,-83.70737661,0.0,0.0007857517024620222,17.0,Upper-Middle,Low,0.0,0.0,0.013520432331958815,0.0,2.5940856988328518e-06,0.10349848965549878
2180,Oak Park,0.2704714640198511,0.17219751909683978,0.3386187924774056,0.4308500300281713,0.15000000000000002,0.05,0.0,43.7063135,-85.8113649,0.0,0.021739130434782608,123.0,Upper-Middle,Moderate,2.999940001199976,3.8683130606829256e-07,1.6506386266881647e-05,0.0,5.08527625739212e-07,0.10326505918417865
1215,Woodhaven,0.4590570719602979,0.25046870995733284,0.28725013546737327,0.14671837983321884,0.15000000000000002,0.05,0.0,43.6864455,-85.83781969,0.0,0.02095337873232059,123.0,Upper-Middle,Low,2.999940001199976,1.135955364970344e-06,5.769857636755058e-06,0.0,8.719502868102039e-07,0.10314451006877814
2290,White Lake Twp,0.43672456575682383,0.29458814220008184,0.23425881788269567,0.060453670463781126,0.1,0.05,0.0,46.352759,-86.58859108,0.0,0.020429544264012577,3.0,Upper-Middle,Low,1.999960000799984,2.7568865298259786e-06,2.4994091507182027e-06,0.0,1.2575274106445143e-06,0.1030650323087187
2195,Ortonville,0.3846153846153847,0.3330875509736129,0.29632087398407936,0.10069607723922311,0.1,0.05,0.0,43.6585275,-85.80977319,0.0,0.019643792561550553,123.0,High,Low,1.999960000799984,1.6551291381647702e-06,3.986252369205108e-06,0.0,1.1240734492368555e-06,0.10294762474910092
2175,Oakland Twp,0.40198511166253115,0.6392574375390592,0.04849722389636953,0.03845808423413815,0.1,0.05,0.0,43.6879595,-85.76636484,0.0,0.01807228915662651,123.0,High,Low,1.999960000799984,4.333609860598948e-06,1.5817222123328667e-06,0.0,1.3181048421587918e-05,0.10271344165274532
2190,Orion Twp,0.3722084367245658,0.3951416021113304,0.08948545549400541,0.07461460540177049,0.1,0.05,0.0,43.6724385,-85.77676792,0.0,0.016500785751702465,123.0,High,Low,1.999960000799984,2.2336703665304838e-06,2.884987758452266e-06,0.0,4.4156582125191045e-06,0.10247649887430084
4125,York Twp,0.46898263027295284,0.5155494809346324,0.09234621871572093,0.01691405313865373,0.0,0.05,0.0,43.1214995,-84.56324176,0.0,0.012310110005238347,57.0,High,Low,0.0,9.853156552361363e-06,5.527436166296745e-07,0.0,5.582728836931032e-06,0.10184678591680207
4120,Webster Twp,0.511166253101737,0.5782689428511054,0.08557538068552015,0.011059239361764658,0.0,0.05,0.0,43.130732,-84.56070276,0.0,0.010738606600314301,57.0,High,Low,0.0,1.506899274195048e-05,2.7289806662832506e-07,0.0,6.757342834772991e-06,0.10161070378385657
4130,Ypsilanti,0.0,0.0744495749014248,0.6157384362217161,0.3397516199396636,0.0,0.05,0.0,43.1234205,-84.58504747,0.0,0.009167103195390257,57.0,Middle,Moderate,0.0,4.905529991093662e-07,1.2599778207646624e-05,0.0,1.209108439736462e-07,0.10137819055072934
4135,Ypsilanti Twp,0.1761786600496279,0.1851955093764472,0.35761478622875165,0.1278996907231243,0.0,0.05,0.0,43.138194,-84.55039047,0.0,0.006024096385542169,57.0,Upper-Middle,Low,0.0,1.3030943439348722e-06,4.4981344659609065e-06,0.0,5.178616730805767e-07,0.10090471225434804
4040,Freedom Twp,0.6625310173697273,0.3855381060071307,0.12334779717736659,0.0,1.0,0.30000000000000004,0.0,42.312376,-84.05028113,0.0,0.17548454688318493,151.0,High,Low,3.333322222259259,0.9999999999999999,5.536385412095417e-07,0.0,3.1255927486082816e-06,0.026323445560662774
